volt 1,volt 2,volt 3,volt 4,volt 5,volt 6,volt 7,volt 8,volt 9,volt 10,rotate 1,rotate 2,rotate 3,rotate 4,rotate 5,rotate 6,rotate 7,rotate 8,rotate 9,rotate 10,pressure 1,pressure 2,pressure 3,pressure 4,pressure 5,pressure 6,pressure 7,pressure 8,pressure 9,pressure 10,vibration 1,vibration 2,vibration 3,vibration 4,vibration 5,vibration 6,vibration 7,vibration 8,vibration 9,vibration 10,Error
164.7751261,182.402713,165.6096965,137.5198069,168.5567484,142.2206473,184.067167,158.7847028,153.2713785,161.1274038,409.4257347,493.3371691,390.5093206,438.8382007,401.2747043,517.8232048,429.8126053,313.3216805,474.4266153,371.6859913,106.1297108,106.8882553,105.7665107,105.208291,88.841765,105.0368944,107.3878646,100.7094198,104.3942287,92.69742961,42.16455132,42.79709062,39.21942198,39.13403482,38.97534175,37.89103712,40.45711562,45.71516232,44.79779563,52.3622662,1
184.5488619,149.9682029,177.9868079,159.2980548,191.6508433,200.7415056,193.811809,208.4314328,198.7510601,181.1931284,512.2329462,427.5795259,445.6221742,549.9244029,408.3461231,481.0585666,469.0025693,405.781796,491.0342957,369.2630152,96.17195605,116.1075956,106.0979483,90.77432402,99.80065207,95.89780532,101.2830593,103.611492,95.97830493,100.0509578,39.562686,42.80112835,37.11785631,42.45665032,49.02971478,42.81728067,36.25501289,35.11625729,44.87598095,45.48742374,0
192.1010093,184.3952451,171.9034882,150.0798104,189.6235826,189.4844011,214.6353856,160.0680678,180.0674386,203.2005699,470.373995,442.1658956,427.9555697,343.613171,503.4085352,519.8082747,547.2442816,426.4547498,411.3951939,461.2317842,107.8513077,92.22803553,102.3239419,108.8357756,106.6346404,90.45348703,113.3826131,106.9921506,79.3604432,92.79039262,45.63972915,45.85819013,38.42948868,43.11793166,34.3886021,44.2530523,40.6440466,39.50448022,36.60614162,43.58434297,1
174.0391143,178.2282296,167.4586826,141.8233963,181.2246079,166.0984979,179.2739099,200.7190544,152.6656274,190.2941211,440.9083906,424.1813593,473.5825578,440.1016393,326.7427887,513.8161929,518.7862254,437.9649555,464.3855752,480.0494802,103.6313689,102.4323216,86.31472524,103.9793694,127.0200098,121.4495651,112.1834432,97.24930337,100.270318,90.83082916,29.97941485,39.36742548,37.89718574,35.45736703,42.02044994,36.6139585,39.83713983,40.58543269,44.79024377,39.4071244,0
177.1320657,155.9149414,158.3893157,163.646623,196.5931924,176.3982599,168.5829474,153.2510685,168.6884728,175.8878914,473.6004318,367.5911226,475.785897,450.705525,477.5219977,432.5626175,395.5551592,411.9620838,437.0200291,578.7443064,101.3769681,84.55743813,103.0273326,94.06270096,105.2159462,97.76754328,101.1066517,101.6188226,86.5372978,106.2163084,40.19072649,36.23549536,36.29118639,47.94417396,33.39563009,31.61926983,46.46629046,37.28326261,47.07128909,46.13573669,1
181.9963767,148.621763,175.3880575,175.7183383,138.748122,179.4175085,174.5091987,154.1240414,166.8702581,200.7195984,446.5270916,500.8435855,366.2869703,405.7433835,401.7514748,409.65186,407.3786351,398.6365977,533.3609512,420.4799838,95.45166149,100.9982934,111.6060249,116.0598314,77.69015354,99.81133439,121.1606769,94.77472359,90.92199832,116.623121,30.53456008,38.11818855,34.38773592,34.19213901,36.0944242,30.67809531,40.54728785,38.35916208,43.69205448,35.00006086,0
210.4735187,183.1370347,190.9780033,201.759705,166.1843789,169.4595353,176.087203,194.5126234,191.2070342,208.7012025,472.531431,441.870156,488.4901399,403.0203991,398.2621895,468.067109,506.7334598,481.5659093,417.8227519,383.9924889,112.5332703,92.0647095,114.3461623,92.79100375,96.86777123,110.2819578,93.48825174,108.9800479,93.54873899,103.6830798,40.62084624,34.67693224,47.31394131,32.82754426,32.68664895,45.23007185,37.64210277,38.73602496,34.81382471,42.55782427,1
167.5041706,153.152592,184.1142009,156.3008496,177.2880818,143.0720453,164.452978,166.8697914,160.0833236,167.3510557,430.547916,456.4760504,505.322281,506.0071356,524.1421178,417.940908,382.4829845,424.5017008,521.6347122,448.8770843,91.8327038,100.9433398,104.6282702,86.14341168,107.9693838,98.20041371,108.6124528,95.21078524,101.5914653,96.69706842,36.5162843,42.31181352,45.10436506,38.90460155,29.9785488,41.05951074,34.9678203,43.40262715,44.37768428,39.05912016,0
164.3728253,158.0780342,174.726843,172.0090908,151.3917264,173.8472081,159.8889469,179.4984103,179.0354731,169.4894947,450.053591,455.4760473,413.9496949,445.2845331,455.0256867,536.2934807,416.6951052,400.7440017,377.9226578,433.4993882,92.11878246,103.8256004,104.7933131,101.3248794,102.0632597,86.60300339,87.71123609,108.57427,110.3308071,100.8248371,34.89920572,44.46726139,47.38291765,38.95336003,45.02793013,31.15733803,40.08064818,39.46965335,38.23404189,39.75647616,1
191.5110545,202.3513832,176.6662341,170.027474,206.2541139,211.3512673,197.4946159,189.8824819,211.2970459,192.23355,456.2484512,427.2483156,539.8802696,454.1224971,398.5810008,407.6077542,409.9870352,433.0199514,536.124192,511.8803728,102.8542826,90.66383684,98.98366771,85.87086557,105.0302193,103.2835207,117.7945382,94.1195202,84.34382326,111.3657338,31.25094646,51.69904711,46.12832015,39.51034905,39.57529319,34.77966503,43.56242096,45.71308241,43.65271514,49.00695979,0
157.1659201,202.6280951,150.1332517,172.1329446,158.0803258,171.3383571,172.5351285,169.2745341,123.5801702,132.5561978,467.1343417,485.9956675,491.098266,418.851177,463.6533871,435.2740803,451.6112484,445.9184532,528.3083451,398.425464,101.2300768,87.02159317,90.13320435,76.97805748,108.8990536,89.29648409,97.05625884,106.314817,92.1475374,81.02493042,43.12392531,32.01964108,43.1669643,35.84760444,41.63457135,42.01378717,44.06947119,50.55148823,34.96900914,36.90771512,1
157.3402833,182.1810243,176.0356379,162.9473588,187.31827,192.3668454,185.3174606,184.6880152,162.5808358,186.0720626,468.2402541,491.4373444,387.0933241,497.2806829,475.2893416,469.7849252,382.5757685,453.7659043,402.8803263,394.8392868,88.27634819,85.48208502,97.58723289,103.0322108,98.3195411,111.2427106,89.19459116,88.1934612,83.56672344,106.5205546,42.20925019,40.69367033,36.30453798,51.62830822,41.17974019,47.16789784,34.36722373,38.7659608,36.88183211,49.93650396,0
175.556302,135.6005532,162.7696477,169.7113265,189.0563788,195.1394687,189.8496471,192.2281031,162.5528174,187.0693075,348.4486791,471.4664297,474.8964057,508.2356637,429.568177,517.4658518,376.471294,450.4849053,448.8670446,487.6011127,97.50605464,93.55497723,98.58167316,90.46009978,101.1051194,91.85360235,92.49077125,98.47348655,94.52398699,97.83739274,46.81514969,38.04308936,38.84112897,39.65858795,31.53543189,38.27960761,39.26354636,42.2811534,35.84144149,39.65110816,1
187.2037531,173.5165942,178.1482823,164.2239139,177.7108323,174.6200634,197.5873089,193.9010697,164.6270472,153.3068423,528.8085446,470.0994605,464.4029984,421.0166319,407.4454171,534.5856127,594.5770516,433.0107848,492.524267,491.0272165,84.34603539,108.398634,107.1490014,103.0815019,78.19487119,104.418794,92.24420681,110.7472742,104.0222391,115.5071715,29.56969383,39.4265428,41.22614325,41.46087689,37.0771555,38.95078505,45.35773737,37.544524,42.83992638,41.64941344,0
191.1861416,150.5036494,180.6844567,181.9389998,157.4018558,178.673092,180.2981144,187.6184208,175.6635037,156.7653787,373.1464694,371.242458,348.8945822,293.0563484,407.2593712,307.2196494,375.8984038,319.9237956,394.8780463,380.849889,94.64870917,121.4417245,91.72532864,101.9598458,102.1966945,109.101206,121.8271408,99.73556269,94.49160571,94.35499757,45.46624147,40.45004168,39.20067219,43.32170665,40.44331291,36.99142724,43.00900731,34.28732735,44.13377467,37.43605905,1
184.2759837,184.7542045,202.5505573,174.2716818,168.8417563,162.3778511,171.630916,176.3314057,193.133356,178.6277261,532.6552347,366.7005867,506.0103734,491.9015127,416.5836212,398.3864598,429.5660403,493.3863641,422.7310009,471.4620311,100.4090083,91.08334986,87.37091076,114.3146968,92.05347502,89.98662105,109.5345944,107.5753978,107.5120637,83.96310915,37.52607018,41.02727684,38.57312085,45.93579717,39.30414532,43.15745614,35.67028291,43.95129359,35.54654988,41.6319481,0
191.1861416,150.5036494,180.6844567,181.9389998,157.4018558,178.673092,180.2981144,187.6184208,175.6635037,156.7653787,373.1464694,371.242458,348.8945822,293.0563484,407.2593712,307.2196494,375.8984038,319.9237956,394.8780463,380.849889,94.64870917,121.4417245,91.72532864,101.9598458,102.1966945,109.101206,121.8271408,99.73556269,94.49160571,94.35499757,45.46624147,40.45004168,39.20067219,43.32170665,40.44331291,36.99142724,43.00900731,34.28732735,44.13377467,37.43605905,1
138.5663188,154.3396629,185.1967637,148.8891033,195.2015477,189.9868376,205.3017768,139.2694944,156.446405,182.2548929,495.480998,508.5579126,508.652742,476.5408893,479.983287,497.1403157,406.7661399,443.2808773,552.5928688,441.9473479,108.6560491,108.0315054,92.46276613,92.49446295,103.9730271,102.2016537,105.4772038,101.2625105,98.32266557,94.73525422,42.56834823,39.67056595,36.21625294,48.80041156,48.43064526,37.94256851,29.4122372,46.48449257,42.45550307,34.96860124,0
189.2446734,172.1673505,170.8474194,159.35569,188.6368025,172.8884337,189.4607319,175.2477829,178.4683675,157.00908,588.8311181,433.3129575,451.5484279,450.3883408,468.3429078,441.477599,426.1154727,440.5287152,482.289303,423.5940325,88.57991923,115.4355782,99.65640062,91.93634806,103.6305644,68.9598921,94.81563822,104.2807613,95.37258386,105.1209097,33.52457761,35.65736641,32.80741176,41.28989897,36.16541176,36.26354356,33.64944656,28.72898641,42.06543877,43.19492534,1
174.895935,177.4104864,174.8496155,174.4794815,154.1829003,204.1341697,177.7367339,151.6087497,194.4465118,166.4883163,437.2166229,371.5146997,373.9719891,444.6481683,461.4580079,506.70184,377.1597134,424.3107709,400.2746419,425.5778422,129.5494863,128.8688389,124.4026219,130.8530635,119.0143305,123.3691033,115.3800586,118.4281335,126.4279877,118.5391786,28.01106073,33.48112511,39.37359357,37.73125587,41.50360837,44.44571301,40.99500915,32.68234747,41.26425723,41.02948911,0
181.2156834,170.0332642,181.4695755,175.1328497,173.0751665,175.4051217,182.1264076,152.8537872,141.3348935,178.8618814,420.3815142,379.8977213,482.7014351,391.3805459,445.2967235,472.6183495,440.4641115,451.2874953,431.6152564,429.8386592,85.85651275,109.341089,103.3996906,90.31512861,114.1496634,106.3006998,86.06311719,113.5793378,79.85540733,104.6054465,45.96068348,33.43994832,34.68019772,45.72470556,46.93433999,35.71362965,36.0116065,44.44960212,48.62939091,41.52419726,1
163.9331895,201.3747686,163.3497188,154.2970444,161.3457903,170.748789,166.6911789,159.9665191,168.5297039,172.3377032,401.4689917,508.025854,422.1737988,531.636624,452.9789673,404.2649722,417.6590541,442.0628516,410.9287108,405.4488728,108.4058669,98.73084244,104.1862434,98.24605325,98.52726502,75.53412419,98.58478703,106.136645,82.56392661,103.6578788,36.68760028,39.61166081,44.27812435,44.02993474,44.14198092,42.4207456,40.64344063,43.46579615,40.70277189,32.42340054,0
181.8656146,169.1033782,134.198566,176.7161642,179.7769982,177.3850321,169.6451753,178.5095473,168.6841259,184.5259842,493.4654924,462.4680957,398.5075731,432.9706598,425.4254347,461.9731939,486.3668136,368.3123841,491.8089017,387.8583035,119.9280603,73.6056116,96.58380953,90.39597119,99.0197578,99.77313491,98.68373649,112.0056107,90.74522181,70.23327192,42.09490809,44.87333425,29.54233125,39.17286148,41.62480042,42.48025593,43.93519581,50.04082827,40.22087743,39.88078839,1
171.8525973,197.5617702,143.5391186,164.5843333,168.4345561,149.3696682,208.954446,162.116509,185.4313468,161.9752127,428.8765439,593.0105078,467.7703834,355.2594311,530.8534225,450.9040827,467.853522,415.5337917,446.2055469,354.2568192,109.3665589,109.6606226,95.00274446,92.9500243,105.3024008,97.56313811,91.12356055,98.14473589,105.6110676,114.2411155,34.10583541,41.50059181,41.56603549,32.10024463,32.59245757,36.29179734,34.87169069,38.70846925,46.36363519,36.25220463,0
181.5493803,164.6541766,150.9621795,152.353047,157.5002829,173.5215556,158.7815457,171.5317166,187.7351129,162.8689834,437.126208,479.6521706,484.045542,518.7320797,400.145257,558.3170046,444.8018816,461.1587358,451.8852438,446.5582677,88.48388888,111.3188637,91.54284975,110.042784,114.0872092,89.38179294,107.0470099,107.5943156,92.24567358,101.7763436,34.57661452,41.20270318,36.12750056,38.74501254,39.70806173,38.89656412,45.70936189,43.25171971,40.61471617,42.48476806,1
137.6375839,195.5559237,153.2003173,155.1217296,153.2303923,161.0079469,160.2292333,159.8808577,155.3686946,191.6905621,413.925421,551.5693005,504.4748156,397.9539852,489.5722931,401.1654875,356.6810973,432.1226583,449.4748342,454.5502703,102.6795882,90.80113195,100.2377876,110.9364626,91.25550491,89.9363471,100.6311269,101.2744783,113.4364532,116.1083048,40.10871226,43.98122909,40.4422211,40.3842672,41.37988642,29.45116578,43.63872138,35.00658027,42.46735461,39.57556743,0
180.2820697,152.3280107,146.6151913,189.060345,152.0662899,152.6684133,170.0250093,149.5234631,175.5822954,158.6634372,425.0796522,402.0006137,406.1705593,501.4575846,483.5157362,441.6442332,450.3963542,431.0404398,406.9969762,377.1425189,136.5962363,127.4655883,119.3422967,117.2478142,116.2608583,138.8657515,140.4652181,123.3422027,107.3762441,88.34036846,38.8590139,29.97383816,35.00114166,39.98737637,46.64708542,43.08279842,41.98201347,42.91152092,38.69270465,42.59597802,1
199.023804,146.4331496,182.9537326,165.0746805,148.1956177,185.1652775,178.7599722,170.2715368,171.5448551,165.0342211,465.5445504,452.9025117,419.193208,524.8997912,381.0104552,423.5684605,421.9897046,405.5109703,497.0022455,497.4328668,111.7556861,99.25928197,93.93694464,112.2953602,113.5233279,126.4493934,94.95777911,90.19728965,102.346688,86.45251922,38.81046202,39.5955128,29.76786167,33.30404528,46.62845584,51.10130676,36.58126544,46.4132396,34.52922722,40.72641545,0
165.9717622,166.8001788,191.9175892,153.2349499,202.2606251,166.1964253,148.0844474,156.4754816,165.6424565,178.2507112,432.3505015,455.6271475,459.8105903,481.8728211,460.3970213,413.1785061,412.104255,458.7597669,426.7798923,475.598298,105.9040082,91.00834332,97.68294662,98.41092452,92.88127619,102.1004584,102.5762403,102.5512228,94.16925711,99.43265416,35.69634177,46.49384997,42.92660127,42.79604246,52.08118103,36.30611515,44.39795203,44.87954741,42.56632373,47.54394613,1
162.8598309,181.5210635,145.9794884,156.5633868,170.515929,144.7463168,178.9742094,193.6920319,144.3047095,191.8815529,462.4157838,438.8482247,498.4912676,453.416763,451.1178087,476.6613992,407.8421691,378.9955594,453.6035126,428.0600332,87.91946539,101.0152842,93.18123283,91.95405127,99.34540863,101.8605122,94.23464837,92.43556694,112.8778011,98.65182895,39.37368658,38.76883877,37.03424023,44.33256885,43.15412136,40.00009419,40.70948858,50.18501219,42.10288822,50.77069228,0
166.5190967,175.718496,181.2553291,149.923176,167.0841196,159.4724428,149.5139204,187.7910043,186.9855397,165.7119231,518.8184879,476.2680034,481.4753031,392.9719597,442.3765682,403.9980432,405.3330676,377.6877837,449.8974751,342.6510841,106.2487187,101.2828211,88.96337291,111.3383926,105.7704566,101.878572,87.13631016,104.2036784,126.1180223,91.08570871,34.11511787,38.44662762,35.88105251,37.66137748,37.95973914,42.32868683,34.49513216,37.13413006,39.73452732,37.05963439,1
170.4065927,156.634009,162.8012155,183.4928319,174.7540691,169.6295664,164.4696054,154.4666335,187.1353688,168.9496363,475.4211546,447.3137204,543.1120754,385.7845845,362.6529635,465.556232,438.2956801,470.3126841,388.7918156,407.111284,96.48304627,106.4954989,74.27189088,101.0722905,89.98568441,105.9771592,104.1346028,90.61218418,110.2607401,99.93998748,42.98134834,40.14543442,43.79495896,45.80260267,39.11334338,38.73027046,38.52467556,35.7909589,48.15929114,41.96917252,0
181.7763168,175.4136323,156.8944589,156.9448327,156.8700643,166.0003576,173.0195897,161.9493969,182.7134152,167.4280485,490.7430836,428.2841131,425.397283,426.2118018,456.1015821,438.0191263,479.6458638,529.8311922,456.2148432,443.0829522,98.79274289,126.8933255,111.3657658,100.8191327,108.0276256,80.63005501,105.350711,96.39756518,98.8706898,96.96814473,47.61997956,55.34991275,54.11580946,57.51331195,56.04353564,46.06914228,51.06304081,54.30306397,53.27841125,51.10558325,1
168.6895884,154.0053167,183.267011,178.8043714,153.0499946,157.7265815,171.2908816,153.0078034,176.2061697,149.6871236,475.3640156,465.4776403,434.0802588,586.8393924,453.9179916,519.9992013,412.5890296,461.7620616,437.5993026,440.6994925,92.96248147,86.78696879,90.88138382,93.91424787,82.80926163,86.3952905,100.4244957,82.09246778,93.03519144,109.1179671,37.48410304,40.91153562,38.09427237,39.09536621,38.75425698,43.33599061,39.17937242,42.79395547,42.40689643,39.6734944,0
178.0411254,148.5611462,185.720614,170.4123704,176.2258524,187.6625971,167.9970191,205.6344308,155.6841166,178.8871592,418.4071551,394.4792971,451.1559713,487.6169292,499.9768697,385.0488366,434.103885,373.6550329,566.2628981,460.8826209,94.5967471,100.0126602,108.7863926,101.3313287,86.09184044,90.16492619,97.76925883,119.2988621,100.3296271,107.2368209,37.34074689,39.23447007,33.77694771,42.33430953,36.5683357,39.2724212,32.20363888,40.23083988,37.88958048,35.42933304,1
168.6874764,157.7992831,184.0792648,173.0350158,188.1496631,181.0659874,176.9616343,145.8290092,186.4305857,155.2699563,489.0817218,477.4986712,461.3871036,527.4170331,490.5369449,494.64202,431.6362035,442.6375382,500.6182429,385.2690041,97.78665433,110.4319203,91.8842582,92.43874086,107.3607454,84.00405993,100.03055,87.65009152,90.99280502,111.9490836,33.50094901,43.848647,40.34661121,36.96684258,38.99722543,46.7235548,36.64977344,32.9624405,30.07346661,39.24742125,0
165.7425516,169.2053175,143.4980147,149.3131074,158.4848795,159.163434,166.1170019,178.4389163,168.7825895,155.3689077,404.7782251,413.996676,502.3255037,485.3583905,445.7907906,513.5853817,570.2054069,505.9839204,350.8857783,451.7032267,97.54096151,110.6633577,107.0217784,113.4280978,82.70319784,116.4443802,110.0078565,100.6749479,100.5315215,104.7937584,34.00116317,41.638226,42.963906,45.10654504,44.39086253,41.72651615,40.13342297,32.37770132,41.25966483,40.76092646,1
179.8706103,160.3971867,193.4203055,189.6713382,196.2393927,149.1975695,166.6811137,164.980536,153.6097989,144.8149642,424.9568443,473.3413152,492.662735,475.6893471,348.2710321,459.8791384,474.2000942,385.1876906,491.9850108,512.9996029,104.3958129,107.4402065,104.7843513,87.33487444,104.8319326,101.0415444,91.70899321,95.52527145,102.7076105,104.8469549,39.44529491,44.37473536,34.10484021,44.88257959,41.8606215,39.73690046,37.83699411,40.86378456,41.40849826,39.20638219,0
166.5846192,189.4372387,173.7711624,166.9919885,152.7495619,167.189813,171.8193618,173.9879652,177.4672321,171.4169421,479.7640651,415.4866718,501.9158621,513.7764383,430.0390789,445.6048852,497.1436682,429.1941268,483.251708,488.475353,106.1492738,101.9561812,99.06182877,93.8417602,71.92767146,105.5950112,102.3534369,99.23606024,88.45934262,110.4090554,48.62638234,41.07422301,35.41891344,42.04497274,46.16797801,39.30091153,49.73850403,44.07741676,40.07179465,37.39116356,1
185.1384101,179.5286308,171.6230895,184.7362968,149.365561,174.8867366,155.6152336,153.2489281,178.123763,184.2256807,378.039262,508.7038072,480.2289256,412.932715,433.5124718,420.8773569,446.6188142,419.0291919,445.3593259,454.278401,106.8744733,88.14742555,97.95063602,104.4446438,94.45160443,79.21070228,80.1182621,104.9636044,106.8428381,89.05789421,35.06301022,38.87396017,45.98606387,46.95593198,41.0351357,45.03534985,38.32178998,26.23934031,44.15666869,34.18725047,0
174.1020129,162.2509169,168.9636194,165.6907714,173.9633766,152.3830338,177.1214578,154.9861274,183.6187209,188.4647127,481.7790996,549.7419734,454.9547877,405.3639986,485.4034235,429.6858974,408.7892162,413.3815461,415.2648533,433.2735325,101.9538905,118.9616078,95.81671776,94.3183884,96.85452802,107.6018278,105.2994797,104.8582628,95.35517386,121.7286186,50.03743688,43.48996762,57.32854388,48.31544786,55.42091897,50.68808032,49.65803423,45.2365386,44.95776746,46.19276319,1
164.288409,192.6921684,184.5053861,188.7779121,185.332006,185.6902714,174.9817055,168.3100015,171.5264729,152.8934962,406.0038561,519.8658958,412.1697771,410.3406277,510.2186588,431.1294622,348.304139,446.3852608,454.4709844,411.5042933,93.669144,107.7819201,111.9894583,89.42394196,96.64734153,93.57183153,100.7383294,88.50445939,106.4969796,116.0318852,46.46293422,46.64575887,37.83603738,43.57836216,39.3264467,36.59024763,39.6299556,29.09337882,34.67498126,41.08855781,0
180.0438197,167.1137674,169.6097884,134.3062641,174.6773599,188.7795618,167.1954292,173.5107695,156.0654508,186.4593445,482.9047598,413.6039764,470.5889318,391.0605543,475.6375631,449.2905947,424.7316489,439.2888469,394.7734604,441.6958207,104.4840756,113.2552025,92.65441744,100.798225,101.0772407,127.5633768,94.52256072,104.7278886,106.8047297,83.36290335,36.37801367,31.50476214,47.56176563,43.5633669,37.65318521,45.09827047,42.89567537,39.95956118,36.40522379,44.84067867,1
182.0130795,177.8169771,189.9412722,167.3617111,178.9868155,194.481184,194.527589,140.4993043,180.6602291,164.3489702,372.1750156,421.2131113,442.4638868,335.5653984,318.7152214,406.9498904,358.0014102,456.9355628,370.5855259,385.6992174,107.6884981,115.3233995,74.41534641,103.1128497,99.92232377,105.030863,92.70065246,109.420755,94.38723718,107.4251557,46.52234969,45.27225479,46.20535755,32.69294005,38.44956279,47.65340911,41.54162615,32.28745086,38.57670051,40.98260566,0
157.9511767,162.5366323,182.4147911,149.106018,186.8178004,178.2933502,168.1509103,186.662865,184.4386001,171.2553359,413.8049245,474.5103799,477.9876138,402.6753748,447.4226589,426.8201569,467.7051426,429.6594199,405.4128,427.7851448,112.173354,104.3529106,114.8865416,98.54453527,100.8801252,98.11970227,85.88479732,87.58025472,112.1991348,110.0329787,34.6874972,40.72046972,40.52158915,40.94145478,40.77384715,39.778261,43.25680254,43.70761847,42.29321826,41.97864185,1
184.1784317,182.5385613,162.57129,182.6343958,168.3021578,163.9297017,165.6923039,156.6326491,187.1237465,185.9194132,437.3490317,445.0644002,504.9859338,478.8843592,442.7044356,422.3799349,476.4411953,455.8854411,427.7907431,456.9642528,102.2384193,100.460866,73.84185912,110.4578775,104.5124564,102.1960375,111.8915699,92.81556379,106.1116048,112.4646098,49.96044309,40.6756808,46.41205313,44.97819623,42.326592,35.57631283,44.09424166,41.10700775,34.1863998,32.35580414,0
